Rep_333_1_IN,Rep_333_1_IP
18.2998,36.8972
0.577138,0.304599
3.36034,1.76427
0.36839,0.295527
0.198997,0.0169826
350.994,755.277
39.0236,72.6674
0.606251,0.28282
3.60118,12.1521
1.27259,1.82223
0.127367,8.03896
6.15237,6.72424
0.212602,0.0100776
7.7202,2.48502
0.363717,0.258277
5.52342,7.69685
6.89652,17.5885
1.69689,1.25159
0.0152564,0
0,0
7.90897,15.1767
0,0
5.87194,2.30639
0,0
22.3494,26.8524
4.27451,1.73738
0.00429812,0.244383
0,0
0.981195,0.925704
7.98328,4.16822
1.3487,1.27122
18.353,8.43722
0,0
5.07939,6.01896
15.2027,19.7808
11.2842,4.64751
25.4841,50.4444
0.675454,1.18615
0.105756,0
0.0938955,0
8.20365,9.26211
1032.76,1948.68
10.8331,1.96803
0,0
0,0
0.534114,0.589199
9.82905,23.8842
0.275577,0
7.87378,5.64564
0.133377,0
1987.81,259.94
4.932,6.92619
11.3308,16.5116
0,0
0.301122,0
2.00517,2.48777
0,0
2.84429,6.61393
1.63426,0.169811
62.5934,91.2397
6.60997,11.1067
22.6303,40.2602
1.34079,2.00802
5.42413,6.86848
3.28231,2.32502
0.0131712,0
88.2662,177.802
0.72799,1.94002
23.7577,25.0308
1.47968,0.411492
3.44237,10.7151
6.34254,14.6597
7.27392,4.77709
4.54163,14.6569
16.9291,35.3773
4.89082,16.7864
0.528004,0
1.49167,0
0.603846,0.202893
0,0
9.27648,5.59437
5.95855,4.5391
1.08973,0.167621
1.73474,1.06439
3.85108,1.55088
719.469,1533.05
0.0206824,0.00466619
0.242428,0
1.07085,0.151456
1.7128,0.430202
0.950938,0
6.47914,9.12757
0.667528,0.304954
8.20005,7.97827
19.1727,40.2333
0,0
3.42382,5.61401
34.3611,55.6612
0,0
7.73579,10.8597
0.279266,0
0.219156,0.0340813
33.392,68.1417
0.337712,0.122336
0,0
16.8808,4.88953
0,1.51868
36.607,39.4488
0.265194,0.14939
5.20685,6.84252
0.0438022,0.0415057
0.374956,0.536687
0,0
7.84341,8.7995
6.68554,5.91978
5.7603,5.55525
8.90042,16.5197
18.5584,30.0345
0.626895,0.593206
15.3715,38.8637
1.43004,3.31483
20.2256,22.0125
10.7876,22.2189
0.637348,0.191479
6.12064,8.05685
0.297653,0
5.13612,0
0,0
0.728028,4.52294
0.970211,0.0334155
2.57695,8.01958
23.6604,40.2097
0,0
0.361022,0.730492
50.742,87.666
9.55998,11.7151
2.22046,0.590197
3.65306,1.53917
0.394301,0.157932
5.48311,6.98624
4.42933,7.7599
29.8528,39.2569
345.562,547.485
1.41121,0.609218
0.735249,0.273787
5.83229,4.37856
0.348122,0.0475523
8.40147,8.80604
0.431306,0
2.38992,2.20278
8.20141,4.97321
0,0
0.252661,0
28.2278,27.403
288.962,914.774
0,0
0.0241493,0
43.0131,22.4178
13.0263,19.8816
5.29655,14.9333
8.28539,6.73628
0.620982,0.696751
0.650175,0
15.1961,23.301
4.74503,5.71856
5.05545,4.4814
16.893,17.8754
13.89,22.9508
5.44464,6.89982
0.10212,0.193036
0.512758,0.493474
15.2332,7.33982
7.92167,8.97392
14.0383,34.1586
1.51677,2.71834
1.34852,3.70259
5.36902,0.918305
0.373391,0.0641867
25.1169,69.6339
53.4824,159.809
4.53431,4.18937
5.29418,7.3807
1.85599,2.91793
6.50662,11.9335
3.40768,6.12124
0,0
8.1095,14.6913
0,0
6.14746,8.11515
1.37322,1.53438
12.9593,22.5086
0,0
1.88197,1.49996
5.18783,7.67437
0.922688,0.118305
0,0
68.8833,163.011
6.89738,13.3855
0.0457885,0
2.71473,2.69174
230.085,637.236
0.579757,0
6.56927,5.02106
3.86091,2.16307
9.80349,11.4862
25.0131,55.6686
0.188549,0.133728
26.602,13.2342
13.3852,18.8998
30.696,76.2714
33.6551,34.4342
2.284,4.15726
0,0
0,0
0.447711,0.55689
20.3631,34.5485
1.88945,9.64879
0.109741,0.210454
11.6884,8.80027
187.628,167.905
2.75728,4.557
77.8166,85.9082
13.483,41.8918
8.09687,13.8387
3.11755,1.41094
0.198008,0.221184
2.72278,3.58413
0,0
8.23395,2.37852
83.4657,128.688
2.37025,1.70598
11.6121,18.3981
5.62107,6.89294
12.0571,8.46087
0,0
4.28604,11.8601
3.58804,1.98888
0.75133,1.45242
0,0
69.4303,35.712
0,0
2.38598,4.36258
0.0567543,0
0.249858,0.158618
0.721059,0.656975
9.93596,13.7045
50.3559,82.0393
0.128422,0.135148
3.93873,4.61194
3.16376,6.52077
3.85486,4.96808
10.677,9.53056
24.6104,36.0495
10.8112,11.493
0,0
2.05133,2.80074
9.32228,32.7407
10.0698,20.3561
0,0
1.71207,5.61858
4.60922,1.05798
31.323,55.1691
4.97321,5.57998
0.042723,0
0,0
0,0
2.67323,1.26185
0,0
7.40699,11.2276
0,0
1.03482,2.27333
0.0276788,0.262317
0.990698,0.0463239
3.24726,0.549994
0.57783,0
0,0
0,0
1.23368,0.747827
58.8752,51.7854
2.25509,2.43086
3.07809,6.79514
0,0
0.0495201,0
0.437396,0.107197
4.69541,1.86337
7.50439,6.98397
3.4472,5.20041
10.3083,15.8464
8.43647,12.8695
1.70112,2.633
28.6451,89.5459
23.9908,30.1207
0.0615223,0
1.95489,1.11064
56.8953,4.11605
0.864085,0.0835495
12.7068,12.8794
4.36895,6.06397
6.78314,8.23321
1.12267,0
0.019248,0
0.99982,0.452318
0.940343,1.12476
1.45197,0
10.3121,8.96574
0.0665207,0
0.0666193,0
9.01087,27.4715
0.0722146,0
8.02014,3.24656
0,0
25.5359,27.1738
4.67421,2.41721
0.015448,0
2.11956,2.02057
0.0635238,0
0.0400033,0
0.00953483,0
0.450749,0
70.2323,136.251
2.03062,0.252302
0,0
0.171933,0.383906
19.8714,27.5365
4.05184,6.43932
28.0335,14.6391
8.38008,9.98672
0,0
4.60828,5.15396
55.8186,76.5804
17.4026,4.2085
4.276,2.46713
0,0
0.117858,0.124081
0.353119,0.418179
2.67098,4.44398
0.481587,0.611955
3.17724,6.24794
13.6773,11.1019
27.5475,10.2025
0,0
1.24127,0.0469393
3.99153,3.60613
5.17693,5.89655
6.01962,7.95948
2.84398,4.43318
0.105589,0.333491
0.384321,0.0425906
3.67617,4.4963
0,0
0.47646,0.0153563
12.783,41.8446
0.0092759,0
15.1647,19.9953
0.471217,0.823868
3.44203,0
0.349122,0.213441
0,0
5.6974,6.49725
17.6588,42.5697
0.0427909,0
15.001,12.5337
3.43662,3.89727
0.377926,0
0,0
1.1957,0.870313
0.432435,0.00757235
16.1968,25.3654
15.8174,23.5486
31.8376,60.9099
0.619827,0.414375
16.1524,26.2472
1.16313,0.204104
0.669222,0.957569
3.03598,26.2588
15.1672,24.0958
6.57501,7.90114
0.380161,0.206482
0,0
1.91742,1.9029
55.9149,55.9556
2.99539,4.41821
0.018339,0
291.403,708.87
3.05799,3.71281
1.11617,2.53
0.0134264,0
5.12297,14.9224
4.00467,11.3394
0.548115,0.0967387
0.0686001,0
10.6608,30.7528
2.21346,7.64358
8.91037,14.1322
5.50557,2.29376
1.19845,3.08091
4.2992,6.56757
12.2902,13.0941
1.67206,0.670517
3.50891,1.86577
0.0410309,0
3.10793,1.41825
1.8155,1.824
26.6948,61.5104
14.5817,18.629
3.11138,21.8654
4.12618,2.08621
5.10011,2.23182
38.2024,95.3284
0.0900932,0.203252
6.77332,10.4628
3.62088,2.15338
7.2687,8.69685
0.034859,0.357842
7.79775,12.6389
1.5633,26.4201
0.14183,0
21.6176,29.7562
0.168571,0.231007
1.74198,3.10873
15.6051,13.2753
0.456851,1.09777
1.1766,1.77979
7.79834,18.8198
2.93198,9.36851
43.7026,57.8403
24.3924,24.1593
0.866736,0.853769
20.4085,41.0548
0.085638,0
0.0056224,0
1.16434,2.05055
407.081,650.025
4.54048,2.42849
0.110023,0.278006
24.1595,15.8928
4.68257,6.92917
1.55694,3.24743
8.16235,6.13928
23.3931,35.2346
0.929942,0.0358196
0.266535,0
21.3122,39.6705
237.781,474.695
0.00315033,0
7.55112,14.1445
1.62668,1.88565
11.7668,17.7024
35.0901,62.9854
4.36521,6.80906
3.88122,3.27148
62.5186,164.099
4.40706,3.75596
16.3455,37.1524
17.791,11.7396
8.37868,0.477565
133.626,224.553
324.008,1516.15
37.7679,56.9056
2.90443,4.23652
0.657342,0
25.8721,15.1589
7.3344,11.0772
5.36153,15.1383
3.59914,6.00752
18.0188,25.0746
0,0
0.28711,0
6.49887,12.8098
0.306972,0.136635
28.9769,67.274
0.150247,0
0,0
2.91436,4.12716
0.0434924,0
0,0
2.34268,3.74391
1.93306,2.93539
0.421197,7.87976
4.41343,3.84528
0,0
13.5825,50.1311
0.230087,0.678239
2.21256,2.09923
0.572391,0.195436
5.53065,0.311082
0.00973989,0
73.1965,150.977
52.0563,28.3328
3.07541,1.67151
0.116501,0
10.7686,28.464
0,0
0.0223302,0
2.68739,2.10117
0.503993,0.891572
1.07778,1.35426
0,0
0,0
0,0
31.8629,91.0859
10.4772,10.2002
0,0
1.17314,1.3505
0,0
0,0
0.0843611,0
0,0
0.479775,0.233145
0,0
2.02187,5.17207
1.77436,0.716959
0.8138,1.69482
0,0
0.251833,0.205156
3.1424,10.2873
0,0
1.04195,0.584024
0.0509242,0.160757
0.0971416,0
3.42812,3.27867
0,0
0.107145,0
9.93554,35.4331
0,0.40733
2.97078,1.46725
0.00439953,0
60.555,149.076
5.9006,3.06967
0.0160755,0
1.74671,0.0504777
0.218227,0
3.53856,5.06616
0.0986321,0
1.10663,2.7185
0.18966,0
0.124884,0
0,0
0.19833,0.046993
1.13062,1.57761
0,0
11.0402,9.95758
7.91297,7.00078
0,0
15.4298,7.03931
0.276819,0
0,0.0081316
3.08303,2.79912
0.178811,0.00256081
0,0
0.366367,0
0,0
11.5243,6.29438
150.872,433.458
0.0662779,0.0314026
0.0641657,0
0.0870099,0.215944
0,0
0.0179694,0
0.132448,0.162679
7.18733,2.90359
11.0098,10.7787
0.0589471,0
0,0
3.4188,7.50904
10.1252,3.36657
0.73705,0
2.0772,0
8.54421,19.5917
0.824697,0.342587
0.195202,0.352297
0.235819,0.57985
4.94922,12.083
3.63935,5.86147
85.8046,121.507
7.01665,12.5367
1.54322,5.11748
13.6039,12.3137
0,0
3.44231,6.45064
0,0
0.14007,0
11.2469,6.70435
0.338027,1.13133
2.08536,0.415463
0.753978,2.38145
6.1474,4.72728
1.89713,1.91306
13.4069,20.399
4.03385,7.54725
2.99576,0.136078
0,0
0,0
0.858847,0.299046
0.216312,0.0772631
17.7998,32.2446
0.208964,0
0.243892,0.214415
4.83743,6.89502
0,0
19.7863,2.44428
24.4992,62.9542
1.03424,5.41499
0,0
0,0
0.240467,1.60308
0,0
0.547285,1.04571
0,0
0,0
0.760019,0.968013
0,0
0,0
1.42425,0
1.48611,0.0405421
0.256269,0.303515
0,0
12.1414,22.4235
0,0
0,0
0,0
0.0991414,0
17.0564,14.983
0,0
52.9537,72.7342
0,0
153.516,570.785
10.316,11.3641
0.431628,0.592674
0.595189,1.38575
22.11,16.4267
1.28782,0.84619
0,0
88.3331,126.381
10.2259,14.2195
4.65823,5.22746
0,0
0,0
4.09951,5.42588
0.371296,0.228034
1.34452,0.368674
4.6069,12.7293
1.61373,0.720705
0,0
6.09036,2.23328
1.39665,1.66954
2.19359,1.8695
9.12277,0.379175
15.0968,16.8445
0.720028,0.0157723
0,0
0,0
34.272,72.7025
0,0.0456338
0,0
0.507304,0.692931
0,0
3.80463,0.828826
5.01552,3.60857
0.985701,0
1.55043,0.632452
20.3187,27.0951
6.26771,6.98779
0,0
0,0
2.83363,3.28967
3.75939,3.47672
0,0
0.324552,0.650081
32.3935,78.8812
0.00798538,0
0.0502922,0.754509
2.02702,1.37847
0,0
3.83629,5.24119
0,0
4.0114,10.6954
0.292095,0
0,0
4.47756,7.91776
0,0
0.178626,0
0.364713,0.704828
0,0.517308
1.17948,2.11012
0,0.0303939
4.8203,5.86692
1.31891,0.751919
3.28789,5.0773
0.977764,0.587859
0.327563,0.795298
0.376755,1.35919
0.895022,3.74281
1.2476,1.70776
0.422689,0
0.180708,0
2.26586,8.1729
8.94556,19.8116
4.02899,1.40234
3.85066,24.0747
0.225168,2.66332
2.37105,5.72528
1.55665,0.559017
0,0
0,0
1.75253,3.06847
0,0
0,0
706.93,1343.53
0.0379275,0.124798
0,0
5.23254,6.76434
0.413299,0
0.0123946,0
0.0506659,0.0622376
0,0
1090.11,2136.7
5.74638,6.66742
0,0
0,0
0.130842,0.805909
0.712601,0.900085
0.341878,0.964588
0.0816001,0
317.615,639.75
0.362053,0
0.504965,0.538276
1.4043,0.759691
0,0
8.66681,14.9039
3.35977,0.935104
0.435807,0.664235
0.591647,1.28773
1.03854,0.520875
0,0
4.11095,15.5677
9.27029,16.8466
0,0
0,0
5.29945,15.2575
0,0
2.52014,7.37154
27.9188,45.7314
0.0288442,0.115498
0,0
3.46913,5.0729
12.8217,11.396
37.9092,105.14
0,0
0.476873,0
0.00351507,0.0358309
0.326875,0.349371
18.0302,7.17461
0,0
0.293395,0
0.288841,0
1.77972,1.13136
1.17953,0.245167
0,0
6.74633,9.14506
5.22016,3.74722
0.194114,0
0.0359401,0
6.48482,3.66481
0.319322,0.816952
0,0
0.0288442,0
1.40036,0.398796
23.8918,66.1696
5.1858,6.5576
0.520295,0
0,0
0,0
0,0
0.947611,0.309632
14.5721,11.1067
0.285256,0.500662
4.08223,7.61228
3.66682,5.49958
11.736,16.4645
0.0371477,0
1.44044,2.89673
0.127492,0.520757
46.0689,91.5118
0,0
0.753298,1.05841
4.59457,6.33958
0,0
0.489919,0
0,0
1.55121,5.41175
3.62678,1.64644
1.01122,0.419697
1.11726,0.0150576
0,0
0,0
0,0
4.135,0.709857
1.03261,2.12116
0.0863708,0.886564
0.176886,0
0.815722,0
0,0.130909
14.3214,22.7683
0,0
0.389423,0
0.0157367,0
4.32694,5.53748
5.13087,2.61735
8.7392,12.5819
5.68641,1.93637
1.87179,1.55018
183.107,22.6448
1.4212,3.47981
0,0
0,0
0,0.355885
0.379852,0
2.57559,4.64389
1.86817,0.946742
0.599554,0.467402
0,0
0,0
182.96,549.51
0,0
0,0
4.9879,0
0.839182,0.110526
0,0
0.595095,2.83564
0.28016,0.0134062
0.122171,0.214217
0.107659,0
0.620587,3.13038
4.81463,9.33393
14.7028,22.8051
10.2812,10.9937
5.06406,6.34687
27.5752,64.0728
0.615613,0
0.592424,0
4.49446,0.550781
0.0644674,0
2.78789,1.70591
0,0
0.318226,0
6.31294,6.53939
0.672143,0.145702
0,0
2.65792,0.801791
0.0642852,0
0.11342,1.43291
0,0
0,0
14.4416,16.3547
0,0
0.0225055,0.0355416
0.131116,0
0,0
48.2525,66.0418
0,0
12.8887,12.5155
0,0
0,0
3.04405,0.591841
2.82626,2.89294
0.241176,0
0.36543,0
0,0
0,0
1.61245,2.85827
67.2897,93.6516
0.164492,0.0311746
1.61531,0
0,0
0,0
0.0217715,0
0.544149,0.245556
2672.68,8287.87
0,0
1.87751,7.33517
8.88366,4.78268
0,0
0,0
0,0
0.6348,2.45931
0.0684957,0
0,0
12.0194,26.9784
0.523407,0
0,0
0.577519,0.690901
0.586794,0.141583
0.844771,0
0,0
2.71166,3.97951
63.6839,213.268
1.32803,0.0602696
0.0584743,0.0205224
1.90772,4.41747
7.28837,6.41865
4.11158,9.94033
1.28539,0.567929
8.77823,15.9215
214.341,33.4297
1.3208,0.153839
1.4223,1.44828
0,0
1.66634,1.11313
1.45759,0.0160974
2.6263,4.37689
10.2491,14.9594
1.653,1.43339
0,0
0,0
7.15613,14.8819
0.21455,0
0.436813,0.861155
0.939246,0.615023
0.270392,0
0,0
0,0
0,0
58.9985,47.4193
50.5448,84.9631
0.548025,3.87729
0,0
0.160053,0.261215
0,0
0,0
14.9721,25.7536
0.218406,0.688924
1.5885,0.370058
1.35053,1.28407
0,0
0,0
1.0909,0.106752
0,0
0.393605,0.973495
5.3465,9.75985
2.53868,0.772622
1.21625,2.42876
0.0893263,0.0235453
21.994,59.091
5.00942,8.69309
0,0
0.0335612,0
0,0
2.71468,1.91153
2.64562,3.14494
6.76841,10.58
13.5591,31.5479
1.243,0.250398
0.162105,0.545223
0,0
0,0
2.19175,0.808599
1.40963,0
0,0
22.4987,61.9486
71.3816,165.087
0.00846714,0
0,0
0,0
0,0.131231
0,0
0.253304,0.120016
65.3881,197.022
2.76092,7.30806
0.778004,0.233948
0,0
3.15384,4.61318
2.17582,5.85588
54.2352,125.382
0.048717,0
0.983333,0.0282369
0,0
1.76273,3.07276
0,0
1.03075,0.0882865
0,0
73.8713,121.537
2.48156,4.50573
0.170804,0.39566
0.0626841,0
0.291817,0.187138
349.962,842.547
40.1715,71.7515
47.1955,103.575
0,0
2.70864,3.03057
0,0
0.464561,0.658169
1.26988,9.63414
0.434654,0.394529
8.50288,6.85921
0,0
0,0
9.12954,16.1607
1.07717,0.0495511
43.8681,58.9732
0.163003,0
0.848762,7.83062
0.164306,0
0.970403,4.59546
0.687776,0
0.197607,0
3.02474,6.97401
0.620625,0.170419
1.04289,4.46893
1.97324,0.11559
0,0
0.531185,0.685098
17.4949,3.90363
22.0213,63.9638
39.7468,35.8296
32.9742,49.1884
3.07204,1.24399
0.212352,0
0,0
0.0704593,0.0158963
9.24226,10.5526
38.8646,20.0283
0.693417,0.449899
0,0
0.365229,1.67742
0.231711,0
0.279887,0.492267
21.421,46.1015
6.73722,6.73326
6.27512,10.6253
8.71198,7.59107
1.02903,10.42
0.106097,0
17.2835,8.51085
7.93082,0.348501
0.606171,1.2634
3.45878,3.62576
5.09665,1.91355
101.114,157.419
8.29936,11.9871
23.2658,29.2647
0.127486,0
0,0
6.41423,4.57715
5.59389,0.9363
1.86753,3.62864
0.0237698,0
6.57232,16.036
0,0
0.183507,0.0724165
0,0
1.20944,0
7.76713,17.5207
2.84204,2.49497
0.132573,0
1.86445,1.963
0,0
0,0
7.91427,15.2848
1.02477,0.0455854
1.37726,1.59635
12.0269,40.0101
0,0
640.435,1911.93
0,0
0,0
0,0
2.3051,2.86263
7.26195,17.9951
1.15242,0.232177
0.308614,0
0,0
0.231377,0.446507
1.18341,0.804978
19.4081,17.0311
2.04777,0.0373747
0.00360267,0
0.2832,0
1.93747,2.24045
15.7516,4.9434
0.028063,0
7.59073,7.54253
3.3864,5.46961
0.0244997,0
4.7086,5.84537
0.0692003,0
0.746026,0.529528
0,0
39.2251,13.9254
0.0172213,0
11.4568,27.5695
0,0
0,0
0.131773,0
0.221161,0.291955
28.2312,56.7013
0.264614,0.0417877
1.51611,3.63138
0.315847,0
0,0
0,0
0,0
1.02076,0
0,0
7.45298,34.7989
3.80273,21.2695
0.363718,3.71727
14.2845,29.4451
2.77188,5.39734
0.217453,0.139803
0.314504,0.0354609
0.128228,0.0253113
0,0
33.7656,28.9557
1.40786,1.99383
1.46819,2.39128
0,0
0,0
1.36815,2.3052
0.630639,0.624571
8.4703,9.18995
6.05177,4.98702
3.48411,1.30794
0,0
34.6461,7.34667
0.532332,0.0910341
3.91184,4.3584
5.31983,4.73267
5.68093,7.63779
0.115866,0.0808245
9.15376,9.65277
134.031,386.323
5.62723,10.5511
3.34803,9.50079
0,0
6.948,10.3207
0,0
39.7969,28.4601
0,0
286.529,366.494
0,0
54.7224,217.348
0.215179,0.46573
0,0
0.777703,0.40225
0,0
23.6588,63.4217
1.90308,0.605106
4.07172,6.38919
2.85081,5.54089
0.0696576,0
0.0824813,0.260514
31.9307,33.4002
105.225,207.332
13.7628,71.1816
0,0
0,0
4.85101,5.01
7.57494,14.4621
6.78483,15.1903
0.52738,0.347128
5.85405,6.76505
0,0
0,0
0.122299,0
4.93306,2.24253
0.138175,0.65449
19.3986,39.9669
0.0463719,0
5.43358,1.71248
1.11649,1.99433
9.04925,25.4499
3.25196,4.99791
24.5832,70.9639
17.6591,31.6983
0,0
2.51712,1.17577
0.482864,3.11614
0.388678,0.233145
0.687842,0
1.0388,0
9.69836,21.6272
1.19605,0.249096
0.119634,0
0,0
40.6329,90.2182
38.7156,59.9511
0,0
5.3424,2.23574
1.83583,0.261042
21.8963,45.9001
0.2408,0
0.14958,0.0196846
0.0534457,0
0.0130711,0
0.882277,0.39144
0.220451,0
0,0
0,0
4.91115,4.61909
0,0
0.4154,0
0,0
0,0
0,0
0.258826,0.490504
1.04691,1.69414
9.59574,20.9803
0.0124042,0
0.34599,0.0593944
0,0
1.80168,4.56249
2.27948,2.71171
2.8961,5.93122
0.0439311,0
0,0
0.28728,0.858485
0.0913344,0
0,0
0.131105,0.0188222
0,0
2.56415,0.651825
6.7805,6.17973
33.2837,56.1133
40.6397,84.8286
4.68247,1.12217
0,0
0,0
57.9666,115.609
38.5283,58.8089
23.1985,51.8838
0.256175,0.261788
1.77185,2.81022
16.7451,43.1574
0,0
4.68402,5.30786
6.01748,7.90335
0.154623,0.0157794
1.46518,0
0,0
0,0
0,0
15.0477,10.9746
0.0377473,0
0.8891,3.89521
1.0983,0.338914
6.36032,5.11717
0,0
0.0784831,0
0,0
0.238529,0.0896891
0,0
4.1793,4.68185
0.048642,0
18.4417,31.6531
0,0
0.0742332,0
0,0
1.14113,0.409572
0.733395,0.529843
4.84675,13.9805
0,0
0,0
0.311733,0
13.3963,31.2312
0.254961,0
0.380719,0
0,0
0,0
0,0
66.4169,54.3321
0,0
5.88142,9.46443
0,0
0,0
0,0
14.9991,9.4535
0.0118731,0
10.2559,23.0811
2.22248,7.30384
3.81924,0.818688
1.10289,1.17968
8.10323,6.44571
0.301722,0
26.6532,48.4334
37.1127,46.8425
2.15724,0.166968
0,0
30.3884,27.5304
6.53786,7.01823
5.01704,24.2419
0.734932,0
0.724794,2.59677
12.0745,27.3105
1.63598,1.70631
0.121091,0.660997
25.3517,9.17774
11.2388,22.4943
0.611384,0.921793
2.84046,3.60749
0.501394,0.0789605
0,0
2.45887,3.97039
0.107886,0
0,0
0.198653,1.71577
3.72985,1.75374
12.6406,12.8355
0,0
0,0
0,0
0,0
0.102331,0
0,0
0.634228,2.5332
1.15076,0.659225
9.09435,3.72344
4.28989,13.9163
8.3713,8.54625
0.414413,0.51749
0.00754228,0
0.106195,0
26.4642,60.3166
2.55226,1.30169
1.2254,4.93759
27.0424,95.1977
12.2886,12.6781
0.220615,0
0,0
25.6481,80.9912
0,0
18.4169,11.3778
0,0
0.0864652,0
1.30347,1.16696
0,0
8.12533,7.62339
0.122993,0
0,0
1.22578,0
0,0
4.02239,1.10888
2.5914,5.27763
0,0
1.98545,0
5.45518,10.8825
0,0
0.59313,0.130135
0.654585,1.12295
49.9961,147.112
4.92969,15.6626
1.05582,0.27301
2.05804,1.89394
1.39655,0.483353
0.414563,0.735531
0.824469,0.880778
0,0
9.38323,28.644
14.1416,22.0814
0.127871,0.022439
0.106616,0.257847
0.212543,0
6.77345,19.8163
0,0
9.44767,8.10872
1.10675,0.85015
17.113,6.35989
4.49002,1.83676
0.159667,1.05444
0,0
104.028,355.194
0,0
4.77338,2.56533
30.3448,33.3069
6.52605,22.093
0.0302506,0
18.8419,18.8063
24.3144,25.1058
0.669058,0.726152
2.87231,4.90567
6.98842,10.627
0,0
4.61396,1.19763
6.97413,3.41258
95.4805,211.099
0.0861229,0
0,0.0548088
0,0
0.177322,0
0.205517,0
5.53218,4.95739
0,0
1.07525,1.05908
7.58762,0
2.31321,0.754305
22.6443,51.0587
2.23301,4.81823
0,0
0,0
1.84942,2.00799
0.545099,0
3.00841,13.4809
7.50012,5.24251
0,0
0,0
7.68397,6.84966
0.323548,0
0.170853,0
0.0793757,0
0,0
22.8544,108.046
0,0
9.26149,4.9154
0.330695,0
0,0
0.27621,0.369559
36.3559,26.965
3.28365,4.45426
0,0
0,0
0,0
7.08446,4.2768
5.07706,4.31371
0,0.0458449
0,0
4.73782,3.83345
12.086,10.0899
0.727554,0.0198097
14.5678,2.75722
0.636473,3.36366
0.305349,0
0.454543,0.00745731
0,0
17.3307,13.1099
0.0516156,0.58312
0,0.658094
5.30764,13.8198
4.30087,4.41937
0.0924835,0.0182585
1.2389,3.52195
0.183592,0.759881
0.00978491,0
4.15436,3.02662
0,0
20.8051,63.3218
2.56283,0.45086
0,0
0,0
0.0507564,0.0801413
0.343398,0.559515
1.4181,1.33777
0,0
3.16615,2.80345
3.76752,2.24097
0.0724065,0
1.772,1.10486
0,0
0,0
0,0
0,0
2.13247,3.58806
0,0
0.387554,1.09061
0.29172,0.435837
0,0
2.15205,6.18894
0,0
0.0113231,0
0,0
14.9925,17.9566
1.83012,1.25859
14.7921,3.18901
0,0
0.158156,0
1.66869,0.334321
0.274104,0.86535
7.09095,11.7864
27.7027,15.2123
512.459,863.288
0,0
1.00106,0
0.072116,0
245.505,875.753
0.330798,0.146909
15.3772,16.0948
15.2491,3.21413
0.999716,0
114.016,198.897
0,0
0,0.52261
4.12799,11.2014
2.0702,3.82912
2.02281,3.93148
0.381446,0.902967
0,0
10.1233,2.60528
3.50691,2.04606
0.467824,1.05532
0.634497,0.514604
0.707849,1.21056
0.223175,0
0.540591,0.0145918
2.05341,3.81977
0,0
255.333,1036.8
92.9702,254.707
0,0
0,0
21.9703,38.4931
2.27747,3.82171
13.8114,12.6046
0,0
30.3066,25.9717
2.05167,2.91419
0,0
0,0
0.419701,0.471445
0,0
0.136874,0.0360261
0.263178,0.415597
0,0
8.06118,1.35242
0,0
0,0
0,0
1.15741,2.27575
0,0
0.96207,3.63245
350.351,619.577
0.0648223,1.53511
11.3715,16.1506
6.72765,2.01214
0,0
2.19466,1.77571
0.388064,1.54315
0.692116,0.528518
0,0
14.7645,71.092
1.07896,2.02193
0.281685,0
3.21775,1.19703
14.6065,21.1662
1.46119,1.99525
67.427,111.495
0.966219,5.16591
0.0253486,0
1.32096,3.53486
0.0208489,0.109758
0.0415691,0.0468945
0,0
0.0134498,0.364765
0.418877,0.228126
18.8915,35.455
9.68954,10.0483
2.71158,3.00867
0.907951,0.180085
0.0639983,0
2.25853,2.88902
0,0
0.681297,0
0,0
0.0176761,0
0.187013,0.00926568
7.67496,20.9546
0.875067,2.40874
0,0
0,0
0,0
0.583251,0.567383
2.6307,2.32497
11.098,7.91955
83.5918,122.518
2.59318,4.00835
0,0
0,0
12.8081,13.0722
0.0883977,0
3.53647,14.6564
6.2529,4.56255
1.01183,10.2163
0,0.0331579
0,0
5.42768,16.9454
3.79174,5.63785
135.386,159.88
22.7575,44.901
0.442701,0
0,0
0,0.3026
37.9081,46.3362
0.715815,2.51614
2.17004,3.5325
19.8942,10.906
0,0
214.001,502.631
1.8662,0
0.0698657,0
0.214878,0.298394
0.028806,0.773174
0,0
3.19739,8.52218
5.00492,7.12286
0,0
31.5693,79.7181
0.0862588,0.080138
0.298636,0.0523982
3.82618,2.20431
0.0752263,0
0.202692,0.160046
13.2684,10.8036
0,0
0,0
0.745134,2.53084
0.671655,2.22335
5.44268,5.89026
1.14459,0.456234
8.47591,12.1279
0,0
1.76344,1.70943
3.14504,1.66356
5.77294,9.1333
0.851725,1.49241
0.0869121,0.240163
8.39447,3.0331
8.2744,2.23815
3.36362,4.6023
0.174347,0
0,0
0.360905,0.939676
0,0
0,0.24515
6.34035,8.34659
22.361,58.1031
0,0
0,0
0.665477,4.58164
4.71341,11.0423
0.441332,1.27443
0,0
6.32676,15.6387
12.7659,11.4139
9.12745,34.1608
3.917,6.11526
8.48677,14.6093
93.8542,102.656
0,0
0.076098,0
15.2767,7.31805
0,0
0.157164,0
10.2888,18.3333
0,0
0.178435,0
0.167424,1.29993
0,0
0,0
0,0.00987638
0,0
18.5036,21.991
3.39537,9.22021
0.264655,0.139256
0,0
0.0390832,0
0.528358,0.833817
0.388619,0.228198
5.29165,7.26208
0,0
0,0
0,0
0,0
4.91081,7.86657
5.76385,6.24721
