Rep_333_1_IN,Rep_333_1_IP
0.286592,0.486569
56.5504,92.4814
2.92793,3.36972
5.26984,5.92663
8.18293,2.46418
3.91844,9.90915
25.692,53.0657
12.5911,15.7905
6.75252,3.55954
0.0966845,0.68188
0.520055,2.05246
1.08252,1.19194
0.600455,0.611393
1.56347,1.01897
19.2863,23.1558
7.50011,13.0045
5.44907,8.55172
4.06195,2.96248
14.788,17.7488
1.19844,2.41371
11.7133,16.906
0,0.518942
0.0410377,0
5.83752,6.15839
0.0255747,0
0.0696049,0
12.7589,3.20519
0.146949,0.139206
2.45038,1.9574
4.05397,0.681579
13.7008,14.6878
9.98049,13.6189
0.311711,0
13.5845,5.79816
0.173364,0.0363795
0.509217,0.347296
69.2152,6.98064
0.449683,0.626685
4.79018,23.769
4.84336,12.0051
35.6021,89.7685
0.0991505,0.00780186
3.4877,5.11443
76.8902,220.541
0.0430844,0
11.6016,32.8884
2.41522,1.79297
0.209287,0.259678
0.704804,0.932214
162.78,339.449
0.215553,0
28.5062,15.5979
0.133493,0
0.292478,0.0240596
17.6882,92.2905
4.82013,7.34493
55.8912,92.746
62.0923,127.324
18.622,25.7605
50.9903,156.321
40.3026,112.257
13.4747,10.9735
0.0183669,0.377107
8.34691,8.19201
23.9484,50.9158
1.9987,3.7219
44.6776,74.6948
29.8495,26.8573
0,0
6.55676,10.9763
0.172419,3.1043
9.86394,9.48632
313.294,613.88
40.4777,81.8202
0.372277,0.257394
0.282223,0.288307
79.6126,256.574
11.0308,76.9642
290.422,742.993
3.38104,0.569201
0.497028,0.0692619
10.779,31.7458
2.42318,1.67306
16.0829,25.6379
143.602,394.157
0.106017,1.50491
3.40639,0.275806
6.31933,15.0531
0.257724,0
1.4463,0.702482
6.73774,7.12581
0.853464,0.926622
1.01225,2.4722
4.2918,11.8013
15.08,19.9411
1.88532,1.71437
32.3846,96.9482
89.7937,116.712
39.2751,40.6391
4.6243,4.19196
30.3999,58.0141
12.2227,20.3978
0.190959,0
1572.48,4450.18
16.6656,60.7239
0.0331059,0
324.076,85.8356
0.102228,0
83.4879,153.803
117.463,197.075
41.8175,82.0464
1.15096,0.589804
8.21354,0.938726
0,0
55.8773,120.247
100.885,8.44349
31.9688,88.0725
17.1839,11.3291
0.274218,0.29233
0.176356,0
0.675961,1.2335
23.8598,35.7585
5.79567,6.31221
14.9833,27.4973
0.494205,0
5.8877,18.1172
0.0408275,0
4.01649,9.18331
5.85583,10.7029
5.31124,1.01117
29.1687,47.2583
1.32447,2.77811
15.7739,25.8123
4.24802,0.603696
321.653,501.201
1.22615,0.334436
4.0277,7.37307
4.18267,2.1467
26.829,66.8113
98.0743,224.459
3.11507,3.45102
9.86474,6.57483
10.9608,22.6515
0.988442,0.358852
25.9224,23.683
5.48554,9.55491
1.88601,2.75682
0.115199,0
56.5243,142.56
2.15062,0.684973
0,0
1.72082,7.49276
20.5706,17.656
0.688268,0.204757
17.467,107.032
167.537,162.883
0.17764,0
14.9251,16.6213
2.02834,3.48938
0.0105488,0.115426
10.2659,9.73798
5.98849,0.697308
2.12069,1.47244
0.181873,0.0574458
29.0991,24.8355
0.496711,0
2.11564,0.527492
1.04315,7.88529
7.36588,0.490654
10.2725,7.76473
0.337594,0
7.03842,3.94194
0.0769121,0
8.71312,24.8627
59.2741,73.0526
48.7456,74.4744
42.0677,26.9781
68.7971,60.9782
0.580807,0.857031
2.90696,1.98054
37.2384,53.0993
5.64386,8.49505
16.1918,17.977
2.97361,2.86548
22.3942,37.6914
0.257252,0.516568
8.84775,11.0343
0,0
1.99223,1.48096
0.077708,0
13.2054,33.6969
0.433044,0
24.4826,32.8874
67.8077,105.592
98.0521,28.354
15.2182,18.57
6.23446,3.19525
42.8609,9.038
23.2327,48.7002
0,0
4.62293,5.62389
29.7333,140.22
0,0
0,0
50.2202,53.2286
1.48963,0.146501
0.963962,0.0276763
0.77292,1.17086
0.207888,0.622054
82.4954,188.385
472.514,1830.52
16.1945,27.5924
1.02255,1.29551
3.83969,7.16619
0.00991743,0
8.29713,7.09643
0.273847,0
4.37701,5.67017
39.5108,125.256
5.64088,6.34605
18.146,54.9736
1.00538,1.24596
221.945,372.873
2.23723,3.14037
6.54789,9.7936
0.587783,0.818323
69.8901,109.2
21.5888,27.283
0.051664,0
0.240087,0
1.78388,1.93875
4.14212,0.882163
0,0
0,0
18.0238,16.463
6.15723,1.18194
19.0795,39.1943
3.363,6.90883
4.39504,1.93193
3.4167,0.216685
55.2984,148.435
0.190477,0
19.5126,35.2545
0,0
10.0034,31.5142
0,0
3.17232,2.31786
52.0005,110.647
0,0
17.9548,29.6884
0.212424,0.289606
9.5607,10.5359
0,0
13.5603,18.4389
0.162937,0
0.0310687,0
3.98011,2.93408
22.3353,52.9532
19.1793,34.3433
0,0
47.5503,85.8124
136.631,293.584
8.46528,15.7227
7.35801,8.34992
24.775,13.4533
4.32008,0.419685
0.199047,0
0.335343,0.310125
115.022,350.863
2.33109,2.32469
16.5484,29.2987
2.34793,1.08907
4.68801,4.93557
44.6919,102.565
0.184856,0.121714
5.53417,11.7693
5.2485,1.9828
2.69448,3.03076
2.48073,6.65805
11.5265,26.1345
12.2127,21.89
235.227,664.674
9.39745,19.9667
29.6713,24.6589
27.6747,53.4327
78.9985,184.529
1.01948,0.797468
13.9348,15.2806
0.122811,0
0.177437,0.478021
0.481294,0.00804162
1.22093,0.692129
56.5049,107.3
2.11266,1.7851
0,0
0,0
3.68613,3.54431
2.56151,1.76413
8.83398,11.8417
0.857552,0
0,0
8.18634,11.9682
4.77095,0.460456
0.47121,0.0610021
19.9275,26.1118
28.1609,52.3575
10.551,31.0211
3.19808,6.66626
10.6719,4.92946
0.815288,0.336803
0,0
1.16082,1.28329
1.56311,0
2.71487,2.54516
0.170137,1.04792
0,0
0.630431,0
5.82675,5.55366
30.1634,24.6344
31.6933,274.703
0.129528,0
8.50994,8.11228
0.00748333,0.395424
6.95653,18.89
79.835,228.235
0.174588,0.0151199
5.10259,4.50241
0.0170271,0
21.581,25.8879
95.8246,270.574
0.994535,0.718424
43.4047,73.409
7.4763,11.8502
14.7296,49.1419
12.359,31.0427
86.4841,214.163
47.2198,121.541
0.0504621,0
7.078,6.97568
0,0
0.284872,0
0.183267,0.180889
22.7814,16.5268
83.159,92.6126
30.9826,65.1607
9.89202,14.5814
1.42824,1.35071
13.8079,39.7772
0.0620297,0
5.25623,7.92852
150.499,295.447
0,0.838343
0,0
0,0
1.54816,0.374628
0,0
0.726624,1.27726
108.904,239.414
50.3869,65.6288
24.6611,31.5516
81.6456,103.561
10.7328,13.4355
0,0
15.3742,5.93893
1.15464,0.578322
5.40937,3.68399
0.408603,0.332651
7.36401,8.20731
1.31842,0.520804
0.46464,0.349975
0.0122959,0
26.9584,25.93
4.6759,15.8823
22.9785,131.704
14.3478,64.0227
34.4909,37.1714
0,0
337.356,694.552
10.063,4.66796
0,0
30.0446,25.4976
0,0
10.917,15.1542
8.04129,32.5315
68.4168,98.7831
0.420479,3.01803
1.65246,14.9692
1.45768,1.38114
8.72171,15.8701
2.48165,3.643
0.294279,0
0.286677,0.95195
1.42586,1.13399
5.11924,12.7937
0,0
0.129472,0
0.129611,0.0683406
0.70203,0
10.5392,23.9013
0.695987,0.185421
28.3627,71.5087
2.77135,0.325996
0.224694,2.13724
1.14713,0.932046
4.41981,5.11018
1.21163,0.742912
0.372892,0
0,0
1.45582,2.38739
8.03083,26.5396
0.516691,1.26109
126.937,198.655
16.7592,22.3534
0.163181,0.3242
17.9366,4.14807
1.60746,8.09374
13.7142,30.0945
63.9366,86.9272
0.0784151,0
7.72766,10.635
314.944,516.124
0.894584,4.8645
0.335542,0.101501
0,0
8.38828,6.82343
9.63828,5.19993
0,0
0,0
6.4716,5.79118
3.8721,8.39411
0.116978,0.0251934
172.251,55.5792
10.6359,15.0399
3.14,3.72185
62.5032,170.089
11.7167,17.7296
0.432687,0
10.8145,24.6838
31.7945,59.2254
0,0
3.69589,26.3816
7.67802,10.5328
10.6835,11.8015
66.3984,93.1138
1.43275,1.24834
0.339285,0.550709
4.41582,3.1362
30.0111,59.8659
28.0228,90.3341
24.317,36.5489
0,0
1.16832,1.09857
0.61833,2.04208
17.4081,3.4479
1.90039,3.18343
0.53798,0
3.42993,1.8113
6.26056,8.6626
0.306717,0.223196
5.42616,2.42265
0.104724,0.476192
0.0433826,0.150731
0,0
4.78778,1.52905
7.02609,5.97459
7.8918,6.46553
52.2451,121.074
1.83482,0
0,0
12.3352,32.7144
10.3561,9.06023
5.64505,5.71409
0.607975,0
0.0674777,0
2.22575,2.31301
14.8599,25.2989
23.9883,37.1525
28.062,65.4334
46.3869,95.9434
24.2492,70.6629
0,0
0,0
199.526,828.784
0.013327,0
2267.21,473.027
179.115,330.264
38.111,63.3497
0,0
160.95,166.528
32.0802,104.817
1.45216,0.122609
0.697288,2.13586
4.29094,9.49844
8.40185,3.89082
13.389,16.1286
0,0
0.0919885,0
0.42846,1.00607
14.5183,22.3567
53.3343,57.4376
0.421034,0
0,0
0.0769351,0.0618341
10.2997,10.4156
0.127688,0
14.8408,11.9382
63.6852,147.563
0.0321051,0.00914184
0.950604,0.390274
12.5829,19.2047
0,0
2.30119,4.35696
9.4478,27.6095
1.35753,0.749039
0,0
3.58282,3.09996
16.1227,21.5481
16.4939,28.5681
0.115269,0.214564
7.35562,17.2316
0.317092,0.536278
0.222889,4.64466
2.86763,4.88626
12.5061,285.673
3.55665,60.2613
0.0179176,0
1.07982,0
0,0
3.13203,0.948023
0.390874,0.112733
0.338418,0.126737
0.848109,1.08814
36.7218,68.5344
1.59484,0.243368
12.1705,9.86878
0.0620836,0
0.019561,0
12.0185,15.4193
0.105503,0
38.8011,53.7221
136.696,349.795
219.69,412.041
0.0516604,0
0.287034,0
0.274176,0.144326
11.92,7.2544
0.774114,0.520204
1.70364,1.32411
2.95091,1.10864
0.447963,0.435364
61.0899,255.867
19.3138,40.5873
8.85444,13.4888
0,0
44.2518,109.444
20.0278,18.6079
14.7736,20.1724
34.145,64.1501
3.818,1.84917
4.55889,4.33365
39.5828,45.7905
10.8278,14.7365
1.94136,0.454546
1.00249,1.64111
0.513209,1.5732
0.304079,0
0.10656,0
0.0228722,0.284843
3.95785,5.48658
63.8204,130.734
9.31959,3.7708
1.65267,2.01586
0,0.0101371
0.615546,0.409009
3.16103,4.87939
2.42234,1.96448
19.7166,12.1034
6.48609,16.0443
11.7957,29.0527
1.96493,0.696657
7.79009,13.5039
3.05865,4.42093
2.30381,2.82618
17.7772,36.9435
1.75366,1.18353
6.7509,11.3139
26.0261,62.987
1.09401,0.634676
48.6482,93.3123
55.3629,96.7436
7.47431,6.24818
1.64803,1.71918
1.11006,0.592638
1.34981,0.79337
6.75504,6.93539
24.4398,51.2006
0.22803,5.12066
68.0532,109.146
18.9422,14.0226
5.05744,1.79462
0.316194,0.0713242
22.1941,1.69862
8.50373,3.01464
1.13186,0.721595
26.5102,47.6106
3.95637,0.748792
0.0647728,0
0,0
16.2646,33.2607
14.867,7.56509
11.9161,11.2035
6.27958,4.48718
1.40527,4.86907
11.3359,18.3624
904.608,2260.36
48.495,125.553
0,0.0889868
1.72347,0.932398
0.414698,0.690361
3.88236,1.76029
0.076298,0
9.51619,20.1048
4.01558,10.5001
7.33323,11.0608
0,0
3.70013,2.00414
0,0
9.33134,12.9078
2.47014,2.28125
8.81654,7.55487
2.25816,0.924654
35.7932,53.8221
0.771759,0.29152
0.1249,0.112703
4.76342,1.65062
14.689,22.0608
155.286,217.446
2.00477,4.40435
2.09895,1.20396
4.98243,15.4781
63.9356,202.048
6.21879,19.4216
6.31903,6.00356
0,0
181.974,243.244
1.19516,0.832522
0.377417,0.160479
13.0554,23.8519
51.868,89.3085
20.7115,47.1181
0.0437425,0.72278
7.08043,7.2542
54.0321,105.495
31.9358,61.1264
0.604697,0.920307
575.584,1141.38
4.45752,7.83871
0,0
26.0994,55.6944
0.98928,0
8.2533,2.41911
8.43131,17.417
0.0578462,0.0304477
33.3347,40.3583
0,0
0.69706,0.798685
4.72099,10.7507
45.2435,49.609
20.2626,35.1995
5.8143,6.58333
1.66629,2.83456
0.204242,0.0967655
1.50952,0.402857
0.438223,0.157289
0.542905,0.0991629
0.909232,0.29206
99.0775,221.992
7.211,5.79302
17.697,11.5595
30.238,31.1169
24.0744,58.2864
17.3558,44.3832
10.1644,11.256
1.03643,2.27813
0,0
4.56838,5.10193
465.328,665.585
100.551,27.2687
675.723,120.243
0,0
9.57216,16.6281
52.789,79.442
6.87008,30.0419
35.1016,73.3665
64.3963,13.1941
33.2774,35.6074
14.9435,33.1932
2.43497,1.3047
0.875468,2.64773
158.491,548.62
50.5682,63.4357
50.4182,123.817
27.2218,32.1395
0.54027,1.3652
14.5084,33.6479
3.6733,8.87719
0.167882,0.0681812
1.28821,2.17787
31.2555,90.6575
7.3916,12.2464
25.0822,61.737
21.8084,10.4866
0.0936705,0
0.0842516,0
0.273547,0.0271653
3.27847,13.8338
9.72942,6.81735
0,0
2.19713,5.27052
504.749,717.651
12.8693,35.8033
26.4382,54.7733
1636.53,2619.93
9.46103,10.5741
27.2319,65.6396
4.17702,27.4109
0.506083,1.75958
2.55395,3.14789
21.0468,44.5895
2.19345,1.39531
38.5905,95.9387
13.721,35.5338
0.440453,0.69558
0.0250432,0
1.05457,3.21842
4.20129,4.23252
3.81028,9.35872
14.2406,13.869
6.84109,11.3148
5.72179,2.47198
314.588,946.516
374.762,1248.58
24.955,217.882
0.120257,0.0804808
27.6334,36.182
1.10282,2.5476
0.20607,0.777414
1.44436,3.09131
14.929,52.1821
0.217515,0
32.998,52.3538
0.202555,0.526919
4.50199,4.25769
10.6083,16.685
0.0356862,0.0814129
2.1809,4.0341
19.7961,26.4146
18.5489,37.4843
0.349414,0.930469
0.363408,0.391744
1.70044,3.82487
6.41192,1.88778
0.0654004,0
0.180993,0
44.7384,88.7535
37.1967,76.9093
0.255891,0.530366
0,0
6.06708,8.77846
0,0
9.11315,6.09224
0,0.134181
7.36327,9.14023
6.91506,15.1171
0,0
0.133354,0
0.387778,1.12241
65.724,143.692
0,0
16.9789,16.7098
1.09534,0.367323
7.8129,11.6488
3.42841,2.97122
0.918199,2.23384
5.08122,5.39037
0.106913,0
37.9301,76.4149
1.00068,4.17849
9.43124,23.6172
26.651,28.8996
0,0
7.41503,16.9109
10.7394,13.8934
41.2601,43.9149
5.43822,3.35935
1.12476,0
1.37798,2.19687
16.0283,26.5888
12.9121,6.05237
5.8348,12.0415
1.6556,0.814502
2.83927,16.6479
2.63935,4.03792
0.0043109,0
7.966,10.111
2.17797,1.62468
11.5994,28.9631
100.533,145.18
3.41264,1.52784
445.522,1197.95
4.64024,6.26125
0.733476,0.379447
0.201401,0.77526
144.288,359.196
3.89145,8.06001
0,0
4.68664,11.2159
2.74535,3.58082
22.2934,46.5296
1.19668,3.76939
1.34357,1.58428
0,0
0,0
7.91658,14.2651
22.6841,50.9751
12.9151,36.3749
1.78038,3.88942
2.73909,8.12246
4.61544,6.91236
0.880693,1.16283
12.1017,14.5327
66.2272,39.8629
0.185121,0.389807
3.47993,3.25349
8.99877,1.75003
14.9848,42.9981
28.922,43.0693
0.343265,0.451747
9.36672,6.12133
6.42481,14.3605
30.9112,19.7388
0.102087,0
6.81582,9.38845
0.262547,0.0612374
0.343006,0.124144
114.607,279.282
1.30228,18.9512
0,0
5.32849,3.4744
10.1249,40.3339
3.15881,3.24247
1.74281,4.8342
11.0302,8.04828
36.6906,40.5631
4.56273,3.16652
0.274501,0
0.390391,0
0.264002,0
0.733037,0.942466
32.6061,54.2987
11.589,17.752
1.13929,0.599723
0.508735,2.00222
4.36819,3.64572
34.2675,110.489
0.311632,0
11.4427,19.4585
0.0414045,0
0.67072,0
4.76966,0.914356
6.65519,5.83349
11.3793,11.002
21.6586,49.1825
3.63416,0.892025
32.5349,69.1967
8.36697,14.052
40.4757,65.6949
78.9669,186.242
0,0
18.6603,14.7972
3.82919,9.41824
0.980734,0.116895
0,0.3447
0.180826,0
6.28434,10.8906
6.41033,9.9864
566.957,79.3868
2.73197,9.89846
25.3674,8.334
0.10818,0
2.52606,0.270763
47.3702,81.4102
0.453428,0
30.4146,76.4615
5.29364,8.37833
13.7055,31.1742
0,0
0,0
0.489355,0
0.424369,1.08882
17.3086,3.98343
19.0109,13.7301
0.854545,0.379242
4.23146,0.230359
0.12252,0
3.03117,1.08098
6.85825,2.70043
3.35674,1.79783
25.9813,34.612
7.76569,7.31951
0,0
0,0
35.0846,138.264
0.85819,0.777654
0.143831,0
0,0
1.10409,1.07071
0,0
112.124,330.244
0.57423,0
6.78739,4.57801
5.38529,11.7393
14.8926,14.8964
359.263,200.603
2.29632,1.84055
5.25819,11.1073
23.0743,19.775
1.1035,0.816777
5.61158,7.01224
0.314741,0
8.97032,17.0529
23.8145,33.5657
0.0107784,0.532967
9.29365,9.36322
0,0
3.45532,2.7112
22.8846,69.465
33.5787,96.7367
0.0864742,0.0620771
2.06839,0.734629
22.3525,31.3338
32.2192,47.0352
0.706965,0.00952449
15.4425,22.4978
49.1391,105.959
15.6285,20.4202
27.4466,45.3955
4.71836,4.67414
97.2759,94.4084
5.05765,13.2204
0,0
63.2261,160.683
4.81051,4.94791
0.515914,0.0303829
0.835581,1.34172
54.5287,78.1428
4.3015,3.7021
7.83602,11.1055
1.77238,0
0,0
9.89196,11.089
60.1308,110.383
52.1157,72.9126
4.95211,4.71251
1.45989,0.699377
0.489521,0.141113
1.61848,0.814212
2.21616,0.237636
21.2492,5.77453
0,0
8.08461,7.78391
24.1439,7.96209
1.83619,1.10862
3.94866,7.09438
11.7411,14.7527
9.53179,14.2452
0.150997,0.317977
11.0308,16.0474
2.13339,1.79547
1.58692,0
93.3238,157.785
4.68457,8.12068
4.53695,13.6846
5.5633,5.12712
0.193133,0.578052
0.0352117,0.0278048
3.00296,2.67952
6.31988,92.8485
20.8554,26.9142
23.8217,27.9744
17.4121,26.4001
7.78575,10.4144
3.40095,1.05079
1.79771,2.73448
5.39071,4.63733
0.349516,0
1.05067,21.7948
0,0.0477551
1.55642,0.199935
231.939,417.36
1.46062,2.41103
47.22,39.8771
1.94515,8.24352
6.36837,9.80304
1.44513,0.447688
3.37706,6.13005
3.3343,2.98284
0.0386266,0
9.28377,8.90085
668.941,1933.13
18.3384,27.8036
4.63365,34.3073
4.15678,2.9623
66.099,144.491
2.50302,5.45297
102.156,245.681
1.33147,18.4321
10.4043,11.7351
41.6665,100.434
27.7397,51.8658
2.48262,2.4209
28.4886,54.2013
0,0
3.21417,6.3745
5.87383,13.7385
0.833175,0.971191
81.3287,109.581
0,0
14.6508,31.5787
0,0.125746
36.028,54.857
1.98726,0.354334
1.42219,0.572483
93.8636,211.51
1.16914,0.950626
47.1959,85.2298
21.4834,28.0293
331.16,795.884
0.722158,0.557721
19.0263,43.2867
0.38489,0
131.194,231.784
0.0910654,0.536944
3.2621,4.63968
6.79381,11.5568
0,0
0.431193,0
0.192292,4.76948
82.392,162.016
42.7576,44.4761
7.21463,10.6447
2.4788,1.02951
39.009,61.4119
1.53488,1.43908
62.5209,42.3083
0.0145687,0
0.00744685,0
29.7694,11.1903
3.30962,1.61958
0.161831,0.00836069
59.1012,54.0322
2.25155,0.229424
4.92105,1.79689
1.38555,2.49896
7.53321,3.48639
0.317647,0.220736
0.891436,0.640272
5.55736,7.15783
12.3501,4.67941
1.71354,0.714672
1.95613,0.251633
37.919,50.0244
55.217,113.128
61.3044,109.973
5.09226,4.20226
14.5822,17.03
2.16057,0
3.46275,10.8541
1.2468,0.666444
8.56274,6.47034
0.247525,0.165845
11.0871,12.0012
32.6028,41.1359
52.8417,128.578
694.157,1099.24
1.32908,2.19559
1.0964,0.0192448
2.39169,1.339
6.28131,3.33615
22.8549,31.6376
12.7983,19.6485
1.21079,0.450286
2.58943,1.37191
3.01628,7.23935
28.4652,46.6648
3.92042,7.55838
1.90377,3.84691
42.7093,102.472
10.776,19.5599
0.891744,0.430985
1.51911,0.96989
12.7765,21.2617
7.03611,6.38232
12.915,13.4177
11.4875,21.7307
2.07166,0.50931
8.42496,3.64678
26.7569,57.8494
1.31664,0
6.96849,12.6027
1.99264,0.423343
1.11002,1.43999
0.0260119,0
38.7392,26.708
0,0
4.7826,28.8014
0,0.450645
1.5428,2.03918
20.5523,44.1811
11.0492,29.2502
1.60356,1.90992
25.7735,50.5015
8.35505,18.692
5.80949,8.6534
11.2588,22.0053
0,0.315403
20.3701,35.735
2.60427,4.64064
16.4179,29.1042
200.661,313.957
34.084,71.7367
4.85341,8.31112
9.30805,15.7158
0.151944,0
2.16006,4.66299
0.409799,0.67346
2.23091,2.07273
1.07944,2.02383
3.33221,2.81118
0,0
1.80625,0.140614
0.992195,1.7866
0.0430393,0.176727
6.48844,9.06967
2.62035,2.12174
0.736045,0.743637
1.07823,0.462431
0.590216,2.15261
32.9756,6.91339
7.76304,12.3459
12.5959,31.3283
6.02392,7.12595
0.282819,0.129288
11.9701,16.0769
8.39619,15.9735
0.0932176,0.109452
0.671817,0.879857
315.586,33.8805
194.674,182.923
8.49261,34.0876
5.67529,1.35308
7.69022,6.20798
149.731,231.784
17.426,17.38
0.652385,0
0.029231,0
3.81626,2.25624
6.56991,153.648
9.97314,10.1985
12.9751,15.6818
7.86516,3.80446
15.3015,8.46069
3.61351,1.42954
0.761239,1.78164
90.6115,129.418
19.2002,35.6869
17.8266,43.8614
1400,798.176
1.0718,1.69964
15.2412,10.0524
10.7751,22.7417
1.29447,0
2.14274,4.05609
0.187469,0.595668
39.736,58.0785
9.48457,18.5516
6.31415,31.1287
8.58462,27.4584
0,0
2.14778,5.12624
14.334,26.3134
2.22233,2.06032
0.127545,0
48.1905,84.0408
1.13523,1.51488
4.62573,6.95759
23.727,16.7317
26.7207,31.9494
13.2158,18.0663
4.16146,13.6133
0.0871852,0.214197
1.81413,4.15223
2.62303,2.68481
6.52654,6.32341
0,0
0.6634,0.575501
38.7192,29.06
0.0723492,0
3.02682,1.90013
13.9927,32.902
21.0656,30.9252
10.0519,25.0255
12.3599,15.1372
29.001,34.1561
74.0057,140.062
2.05302,1.08654
9.45315,14.7242
0.247432,0
22.3124,32.3847
20.8691,36.6713
17.7761,9.57396
0.250215,0
2.72619,3.34055
2.64451,6.04529
13.5341,28.6612
1.72458,2.07006
3.88897,2.80995
14.6453,13.4188
0.570418,0.640029
19.3739,21.7977
0.846993,4.0397
26.0481,18.7069
0.14373,0
5.57506,7.00175
0.767743,0.156336
8.78458,6.3353
15.6581,6.09747
0,0.0565615
12.9358,60.8745
35.6795,46.0433
2.14052,3.66735
0.756735,0.0141441
1.8817,0
0.139456,0.446739
3.79042,5.56769
8.51245,4.12162
10.0293,9.15226
5.03041,3.75665
2.44917,2.13525
0.695248,0.712762
0.0165656,0
2.03608,1.87837
0.0601123,0.108497
2.21236,2.10313
0.439114,0
0,0
6.28826,5.44083
3.50624,1.10595
3.93409,6.90968
0.387955,0.234507
0.456292,0.351312
11.7761,8.52832
0.707086,0.356741
0.73617,2.77741
5.98031,0.651818
52.3184,81.5106
2.55212,4.40498
2.10514,0.442676
40.6531,72.511
0,0
15.8663,23.9993
56.9041,8.26109
0.0913524,0
0.647302,0.34564
0.218622,0.0986545
4.6731,7.46225
3.72009,7.46013
0.165414,0
25.4581,41.2389
45.4793,82.6571
0.549499,0.0480112
27.3204,37.7499
40.7724,64.8197
3.55382,4.9363
0.1865,0.372044
0,0
11.9916,5.3196
0.610684,0.0411639
2.53084,1.98431
0,0
37.8592,29.2512
7.96778,3.57229
4.24222,5.74148
1.11291,0.624143
3.58278,9.05379
25.9992,2.82953
0.628593,2.64989
0.0320711,0
0.807068,1.24748
0.64983,0.279343
2.70182,3.14966
0.0403558,0
33.6233,14.4538
2.01867,0.842028
0.117157,0
0,0
1.94555,2.01245
37.1432,82.2567
33.5501,60.7377
6.93685,16.1341
6.2094,11.2315
13.5449,22.704
20.7841,26.7035
1.01356,1.19993
17.6693,17.885
26.477,83.6032
0,0
17.9702,20.8904
13.6204,21.7392
0.754474,7.58561
0,0
7.50573,10.1166
26.5952,50.5854
10.7412,7.40137
0.918988,3.28005
2.45452,1.89419
0.0331996,0
0,0
1.80418,2.72421
11.6443,24.3617
12.2047,26.7411
0,0.528489
6.94358,5.18723
3.41592,9.02072
1.57449,0.752181
24.028,30.4784
0,0
3.79274,7.38291
247.956,713.288
6.94702,30.3339
130.358,383.077
4.48821,2.28977
5.46288,12.6375
0.0557533,0
0.764742,1.39091
0,0
0.0273428,0
6.10649,9.87364
7.16636,10.6891
0.0985164,0
32.4028,16.5523
7.73251,1.30645
0.328841,0
30.3286,52.0632
3.44491,2.19481
0,0
2.3871,0.156553
76.5609,141.635
42.5245,64.66
10.4536,22.528
0.0777669,0
0,0
7.80501,8.31293
0.566807,3.32311
5.79159,2.9536
0.72193,0.198432
0,0
5.15945,2.23351
0,0
47.4432,81.8006
0.666087,5.31057
6.29856,6.55728
2.11046,2.80199
43.1597,46.1108
0.654578,4.92314
554.903,2156.15
0.0841499,0.236275
90.4747,161.065
31.4027,17.4862
18.3968,43.055
3.54971,2.6233
0.0121658,0
1.45815,3.75056
5.47143,2.53691
1.95548,0.118965
15.3385,31.0863
39.3956,81.2874
2.28271,1.81365
11.8014,12.6967
4.83163,12.5065
2.34525,0
32.8807,44.9394
0.657981,0.671904
0,0
8.33325,16.3401
2.62786,1.78744
1.95222,6.34914
0.349214,0.595326
3.38127,2.60455
0.497115,0.312662
0,0
21.4909,78.594
11.9699,9.02085
2.71563,5.93759
1.57878,2.10505
1.62183,1.48825
18.6847,9.75648
1.63753,0.822353
0.213843,0.936519
6.4329,6.08911
59.9939,82.8406
0.18704,0
0.608732,0.363406
6.31945,0.195107
0.0602868,0
0,0
0.49453,1.38605
167.286,18.1883
0.583602,0.34115
0,0
1.91659,7.69678
1.95211,3.86138
3.77782,7.31398
0.0449308,0.08778
14.0799,2.93485
1.0459,0.403274
0.187817,0.203916
6.81504,6.03967
3.47583,10.0437
3.23797,3.26167
1.11441,1.70172
1.54947,0.129923
0.197784,0
1.18311,1.12297
2.34666,4.27696
0,0
43.3503,35.9105
0.750111,0.0787961
3.28641,4.13628
5.12968,7.28737
7.70484,14.1043
14.213,44.1766
8.29216,27.9539
6.77113,10.4292
1.11215,0.173766
466.466,1911.53
1.2944,2.18031
0.851475,0.957029
7.78852,4.26386
4.61369,9.99139
2.1826,2.59172
2.23349,4.30396
0.567438,0.427961
0.00237324,0
5.9111,7.41181
3.24947,3.74868
0,0
10.4865,4.56834
48.549,97.0245
29.663,31.9573
0.71034,1.51808
3.26902,5.07915
8.39324,8.58048
32.8384,24.1404
0,0
16.1477,22.7694
4.9675,22.8057
299.722,975.311
4.39709,6.53478
0.179709,0.16556
1.89493,0.189006
59.7481,88.9071
38.3204,36.1528
1.64384,1.14278
2.23796,4.38803
1.54195,1.29587
0,0
9.15422,7.26802
4.40268,1.4768
7.42137,10.3335
25.0129,44.2863
0.991114,0.769065
160.398,446.027
0.543368,2.48895
31.6032,50.7383
8.09931,28.5374
5.6972,16.5666
25.6588,44.5163
5.90343,3.69801
5.06413,7.71563
7.37614,2.33284
5.46277,7.84095
0.639679,0.198453
2.17485,2.04879
0.484669,0.416834
49.6847,89.3613
0.33311,0.346931
0.0995147,0
224.664,748.244
2.49063,1.94781
1.19384,0.42403
9.106,20.0605
14.9058,11.1502
1.75145,1.84402
0.119939,0
11.3012,19.7875
0.0882184,0
0.549601,0.412905
0.54625,0.679622
0.153092,0.220759
0,0
13.7632,20.7037
17.2819,20.7659
0,0
1.74483,0.225223
6.84433,4.84151
0.356123,0
106.603,172.651
0.744827,1.16842
9.6091,13.7144
12.1665,29.013
19.4447,14.1308
8.63543,12.7448
