gene_k,Rep_333_1_IN,Rep_333_1_IP,Rep_333_1_FC,Rep_333_2_IN,Rep_333_2_IP,Rep_333_2_FC,Rep_333_3_IN,Rep_333_3_IP,Rep_333_3_FC,Rep_444_1_IN,Rep_444_1_IP,Rep_444_1_FC,Rep_444_2_IN,Rep_444_2_IP,Rep_444_2_FC,Rep_444_3_IN,Rep_444_3_IP,Rep_444_3_FC
Sec14l4,0.0952301,0,-1.79769e+308,0.294229,0,-1.79769e+308,0.0327894,0,-1.79769e+308,0.465057,0,-1.79769e+308,0.413425,0.399481,-0.0495019,0.371355,0.0372489,-3.31753
Calm3,99.7749,313.021,1.64951,109.049,389.398,1.83627,93.3609,304.621,1.70613,74.6567,206.343,1.4667,74.0435,213.419,1.52724,80.0201,191.003,1.25516
Cops3,52.767,130.698,1.30853,48.0109,141.746,1.56188,47.0521,118.253,1.32955,81.433,163.403,1.00475,66.6879,163.862,1.29698,79.4499,156.817,0.980967
Fkbp8,55.3617,176.424,1.67209,108.317,263.554,1.28284,52.9309,131.816,1.31634,52.1252,129.734,1.31551,96.2831,180.048,0.903024,102.271,94.6884,-0.111142
Ffar3,0,0,0,0.0161264,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0
Ddx39b,75.7286,144.91,0.936249,77.8216,129.266,0.732099,78.8294,128.078,0.700214,80.0012,122.974,0.620266,70.2037,128.892,0.87654,72.6642,114.696,0.658497
Gipc1,10.254,29.4655,1.52285,15.9655,39.9579,1.32353,8.63399,23.6403,1.45315,8.61814,29.6247,1.78135,12.9627,35.5454,1.45529,11.5341,16.4062,0.508336
Tlcd1,12.3179,4.56219,-1.43296,18.7671,5.00819,-1.90585,15.2589,4.02516,-1.92254,10.0126,3.15492,-1.66614,15.8656,4.93803,-1.6839,16.0535,4.18549,-1.93942
Plscr3,7.97831,9.28271,0.218464,9.57675,11.6423,0.281765,11.3804,12.5381,0.139773,6.56959,9.15328,0.478485,8.19991,10.3202,0.331787,6.04293,9.40205,0.637726
Ptger1,0.247512,0.0280704,-3.14038,0.291685,0.394978,0.437359,0.106695,0.194772,0.868296,0.0989605,0.387673,1.96992,0.460608,0.458175,-0.00763984,0.145758,0.0939893,-0.633006
Arhgef25,4.71415,4.51898,-0.0609986,7.96538,9.64451,0.275965,5.0622,6.65412,0.394484,6.76724,7.64099,0.175193,7.12641,5.92003,-0.26757,5.64262,7.10125,0.331708
Xab2,13.0625,17.3092,0.406105,12.1971,15.7543,0.369201,12.6178,19.7408,0.645722,17.1229,32.775,0.93667,18.2741,35.7995,0.970139,16.0289,29.7639,0.89289
Cdc37,20.6162,53.4366,1.37405,32.734,75.5352,1.20636,21.055,60.0447,1.51187,16.8743,40.8713,1.27626,20.1222,49.8808,1.3097,22.4371,35.6721,0.668911
Rab4a,35.2896,99.5682,1.49644,43.7239,114.938,1.39436,34.0429,102.293,1.58729,41.2821,110.756,1.42379,39.8289,93.9342,1.23784,44.9682,91.9991,1.03271
Trip10,2.21693,0.171656,-3.69097,2.26601,1.22284,-0.889911,2.28406,0.92867,-1.29836,1.8457,1.74325,-0.0823826,2.12099,1.1073,-0.937683,1.5173,0.793599,-0.935026
Cd70,0.62433,0,-1.79769e+308,0.435114,0.501543,0.20498,0.931529,0.556471,-0.743294,0.677293,1.00691,0.572083,1.00926,0,-1.79769e+308,0.973491,0,-1.79769e+308
Cops6,244.863,565.076,1.20647,278.902,630.677,1.17714,234.313,544.122,1.21549,300.608,674.093,1.16506,296.75,673.646,1.18274,349.557,653.656,0.903006
Ubb,4043.47,12840.1,1.667,4067.63,12405.3,1.6087,4313.45,11681.6,1.43732,7043.86,17020.3,1.27282,6095.8,17198.6,1.4964,7488.67,17386.3,1.21517
Ap4m1,2.25533,4.60304,1.02925,2.82924,3.76601,0.412622,2.49368,1.90404,-0.389216,3.09111,2.14726,-0.525625,2.54622,5.88153,1.20784,2.72759,4.69772,0.784333
Gyg,50.9398,123.472,1.27731,54.6307,119.784,1.13265,50.9494,100.733,0.983401,58.7564,116.738,0.990452,62.3338,120.696,0.953285,60.686,123.656,1.0269
Rcn3,5.02904,1.84414,-1.44734,6.20076,0.993995,-2.64114,6.53544,0.659751,-3.30829,6.15031,0.312608,-4.29823,4.01281,1.00958,-1.99085,5.50326,0.989456,-2.47558
Slc6a8,21.8317,10.6781,-1.03176,24.257,8.52084,-1.50933,25.7537,8.94029,-1.52638,32.1611,17.3999,-0.886238,23.27,16.7043,-0.478257,22.6633,14.0096,-0.69394
Arid3a,0.300126,0.126849,-1.24245,0.415388,0.0722672,-2.52305,0.283818,0.135692,-1.06463,0.297277,0.202574,-0.55336,0.531871,0.243728,-1.12581,0.406236,0.238107,-0.770711
Pdk4,2.18256,0.546475,-1.99779,2.48208,1.0238,-1.27761,2.02766,2.04855,0.0147867,1.22185,0.483109,-1.33865,1.85085,1.37032,-0.433678,1.78526,1.18688,-0.588965
Ubxn6,19.1493,46.9505,1.29385,22.3842,60.5742,1.43622,14.7081,48.5809,1.72378,15.7575,51.4639,1.70752,24.0485,52.962,1.13901,20.0144,34.4546,0.783661
D17Wsu104e,27.909,66.6041,1.25488,25.9697,62.0102,1.25568,28.6379,59.7403,1.06078,30.0755,55.127,0.874171,27.2418,59.4888,1.1268,39.8924,53.5685,0.425271
Cyb561,42.2498,105.293,1.31739,42.199,122.05,1.53219,48.5794,110.462,1.18513,51.4011,110.412,1.10303,51.8254,117.27,1.1781,52.1248,119.157,1.19282
Sema6a,6.30186,3.08173,-1.03204,6.29279,2.49638,-1.33386,7.55071,3.27646,-1.20447,7.01833,3.1775,-1.14324,9.38113,5.94443,-0.658222,7.86543,3.77449,-1.05924
Ccdc12,43.9273,68.5514,0.64207,62.9627,99.3674,0.658275,47.2748,63.6462,0.429002,36.1974,48.6835,0.427546,48.2721,72.9213,0.595149,48.9233,41.7968,-0.227132
1110001J03Rik,82.8144,189.373,1.19328,98.8765,251.538,1.34707,74.2565,133.479,0.846022,65.2411,152.769,1.2275,61.948,151.335,1.28862,80.2825,119.698,0.576248
Akt3,10.1386,12.9661,0.354884,9.86822,9.28968,-0.0871622,9.11742,13.3698,0.552281,10.266,15.3036,0.57599,10.1592,13.4775,0.407766,9.1724,14.1413,0.624547
Mrpl24,37.3477,57.4651,0.621666,31.6559,70.0123,1.14513,36.4483,62.8534,0.786139,30.2996,44.8682,0.566392,31.2903,40.3868,0.36817,36.182,44.4788,0.297843
Gle1,27.4058,32.711,0.255299,21.6499,34.4788,0.671351,25.9125,30.6555,0.242496,22.503,32.9835,0.551626,26.7516,49.4912,0.887547,33.1434,39.4454,0.251137
2810055F11Rik,3.2838,3.6739,0.161944,4.00896,4.98664,0.31484,2.6655,4.76092,0.836832,4.15907,5.12185,0.300404,3.30943,4.06254,0.2958,4.28264,4.03861,-0.084643
Lyst,0.898723,0.690567,-0.380097,0.681139,0.527142,-0.369758,0.817976,0.62496,-0.388294,0.909128,0.908232,-0.00142124,0.910498,0.721298,-0.33606,0.597154,0.757537,0.343212
Slc35e1,5.22056,4.75871,-0.133634,5.12492,6.18288,0.270748,5.68311,4.17667,-0.444325,6.21492,5.808,-0.0976945,6.52786,7.39822,0.180568,6.51186,8.46976,0.379252
Calr3,3.59383,1.52871,-1.23321,3.48265,3.11466,-0.161114,4.03848,2.60992,-0.629806,4.00744,2.61348,-0.616705,3.68516,1.81776,-1.01956,4.77025,2.75935,-0.789733
Tmc4,1.86213,0.0104656,-7.47516,1.78516,0.459592,-1.95763,2.8306,0.150102,-4.23709,2.34354,0.820081,-1.51485,2.21413,0.900695,-1.29763,3.72297,0.379974,-3.29248
AI428936,1.08847,0.331692,-1.71438,0.938249,0.351506,-1.41642,0.808733,0.585004,-0.467218,1.26808,0.646885,-0.971059,0.864522,0,-1.79769e+308,1.19127,0.179237,-2.73256
Polr2i,36.9916,79.7024,1.10743,42.6649,115.101,1.43178,39.6532,93.1658,1.23236,47.6423,92.8126,0.962078,39.3737,94.5293,1.26353,51.1907,109.117,1.09192
Prl8a1,0.919264,0.749248,-0.295035,0.619996,1.27697,1.04239,0.781088,0.843602,0.111077,1.56384,1.43513,-0.123911,1.84605,1.42474,-0.373735,2.17375,1.32216,-0.717289
Krt10,2.813,4.46066,0.665149,3.83621,5.69303,0.569515,3.09702,4.05338,0.388245,1.22103,3.02545,1.30905,1.49753,1.90701,0.348731,1.66113,1.95599,0.235735
Iyd,0.43055,0,-1.79769e+308,0.660372,0.49379,-0.419382,0.216936,0.465273,1.10081,2.9447,0.319503,-3.20422,1.60679,2.12175,0.401072,1.49224,0.598724,-1.31752
Rmnd1,33.4074,43.7967,0.390653,29.8554,39.314,0.397054,30.9363,30.155,-0.0369046,28.8143,44.0176,0.611297,29.2268,33.6169,0.201897,25.4443,32.2759,0.343115
Gm221,0.115902,0.142457,0.29762,0.190912,0.0786312,-1.27973,0.128749,0,-1.79769e+308,0.309101,0.335837,0.119685,0.576706,0.291118,-0.986234,0.0865842,0.246369,1.50865
Esr1,0.794593,2.04921,1.36678,0.753805,1.15848,0.619976,0.923568,0.985771,0.0940347,0.866461,0.704931,-0.297651,1.36776,1.07291,-0.350295,0.664912,1.63402,1.29719
Syne1,10.1703,2.84723,-1.83674,8.49778,2.01234,-2.07821,11.6393,3.18329,-1.87041,11.2359,3.32114,-1.75836,10.7313,2.74852,-1.96509,9.32499,3.27803,-1.50827
Vip,1.47546,6.12592,2.05376,1.17849,8.52305,2.85442,1.9522,7.25561,1.89399,1.81329,3.85109,1.08666,1.12585,4.47558,1.99106,0.72397,2.10075,1.53691
Fbxo5,1.36813,4.05193,1.5664,1.35114,0.877257,-0.623108,1.70628,0.31274,-2.44782,0.788155,0.457705,-0.784061,0.835983,0.517446,-0.692064,1.39319,0.710189,-0.972115
Mtrf1l,1.15516,4.52988,1.97138,2.77047,3.83868,0.47048,2.53796,5.10435,1.00806,2.61821,2.58629,-0.0176951,1.86023,3.29735,0.825827,2.07576,3.12062,0.588196
Rgs17,44.8068,59.4414,0.40775,47.2699,41.2873,-0.195224,39.4625,71.3509,0.854449,35.3096,38.0925,0.109448,30.1935,34.7183,0.201457,32.1656,36.9262,0.199127
Hdac2,20.4302,30.462,0.576308,18.0128,30.2796,0.749323,17.5668,33.2434,0.920214,14.8008,23.8775,0.689975,17.4663,23.9488,0.455382,14.4993,27.7634,0.937203
Frk,0.241191,0,-1.79769e+308,0.118117,0.116285,-0.0225481,0.238528,0,-1.79769e+308,0.230316,0,-1.79769e+308,0.18418,0.0651506,-1.49927,0.214563,0,-1.79769e+308
Rwdd1,24.6733,60.4201,1.29208,27.8763,67.3314,1.27224,24.8629,71.6381,1.52673,10.4074,39.742,1.93306,14.1398,27.9628,0.983748,20.0532,40.6218,1.01842
Clvs2,27.9893,54.5873,0.96369,29.9146,66.719,1.15725,22.6883,66.7088,1.55593,26.4984,75.8818,1.51785,32.6211,73.2102,1.16624,27.839,50.0567,0.846458
Trdn,0,0,0,0.0539412,0,-1.79769e+308,0.104281,0,-1.79769e+308,0,0,0,0,0,0,0,0,0
Hey2,1.84084,1.3646,-0.431881,1.47275,0.506366,-1.54026,1.79478,0.027406,-6.03318,0.917301,1.45464,0.665193,1.18465,0.558732,-1.08423,1.34776,0.837582,-0.686262
Stxbp5,6.21031,6.28469,0.0171768,4.51252,3.73895,-0.271302,6.97003,7.10919,0.0285205,6.98272,6.75594,-0.0476331,7.04972,5.32809,-0.403948,5.85696,4.66775,-0.327424
Hint3,16.2926,14.0649,-0.212114,12.351,22.7153,0.879033,12.2516,14.4005,0.233147,7.47733,7.97168,0.09236,8.06585,7.16092,-0.171681,8.17744,11.0725,0.437261
Trmt11,7.75059,15.1335,0.965366,7.40693,13.6156,0.878313,5.603,17.7944,1.66715,8.30338,13.9084,0.744187,8.12195,12.7007,0.645015,8.43474,14.4362,0.775274
Katna1,17.6101,9.80426,-0.844919,13.7123,11.0003,0,13.9282,16.6088,0.253944,14.5742,14.256,-0.0318564,13.2287,12.5766,-0.0729298,13.1499,9.29821,-0.500023
Pcmt1,125.055,294.723,1.2368,120.947,277.522,1.19823,106.95,276.468,1.37018,143.3,276.439,0.947923,129.826,266.994,1.04023,145.085,254.006,0.807964
Lrp11,12.7071,19.1114,0.588802,12.4836,19.0311,0.608324,14.3216,23.074,0.688079,14.575,23.0521,0.661397,12.6689,17.456,0.462429,13.0512,22.9666,0.815355
1700021F05Rik,60.2723,109.98,0.867669,57.8494,126.23,1.12568,54.6236,124.54,1.18901,52.4384,104.332,0.992485,51.2668,102.213,0.995478,53.7875,97.9246,0.864401
Sec63,10.0555,7.11426,-0.499193,9.34962,9.81248,0.0697089,12.5367,15.9186,0.344557,11.9588,14.5071,0.278686,13.2422,16.7442,0.338521,10.6519,15.8815,0.576227
Nr2e1,0.725728,0,-1.79769e+308,0.525903,0.0465878,-3.49677,0.623648,0.05169,-3.59277,0.446589,0.0685894,-2.70289,0.702517,0.0324251,-4.43735,0.948676,0.266063,-1.83415
Snx3,128.396,269.1,1.06754,173.394,302.785,0.804242,116.68,247.881,1.08709,97.9534,201.071,1.03753,135.193,223.995,0.728444,154.515,146.565,-0.0762075
Aig1,27.2246,34.077,0.32389,29.7748,27.1747,-0.13183,30.8618,26.3818,-0.226276,28.5914,25.5488,-0.162325,32.1872,27.3247,-0.236283,34.6352,29.1542,-0.248537
Adat2,1.70388,4.28301,1.3298,2.01751,3.06332,0.602519,1.52656,2.99298,0.971301,2.51293,5.38507,1.0996,1.18073,2.78442,1.2377,2.11508,3.67192,0.795823
Pex3,12.1868,14.5929,0.259945,12.7028,21.613,0.766757,11.4291,15.5432,0.443573,10.7336,17.6368,0.716449,14.0079,19.3944,0.4694,13.1653,15.2967,0.216479
Fuca2,70.1004,139.692,0.994752,59.9087,153.966,1.36178,70.7565,135.662,0.939078,56.0908,119.616,1.09258,63.6276,121.584,0.934233,68.7088,120.908,0.815341
Cep57l1,2.82082,3.14913,0.158837,2.39635,2.7603,0.203984,2.39519,4.26441,0.83221,2.83622,3.60531,0.346155,2.4217,2.30735,-0.0697822,3.02349,3.30839,0.129913
Ltv1,9.50822,12.3576,0.378157,11.6844,19.104,0.709284,10.2706,16.4087,0.675932,9.80638,12.0812,0.300967,9.02528,14.7595,0.709599,9.44913,11.6501,0.30209
Fam164b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagl1,2.59087,3.55983,0.458373,4.13762,2.22448,-0.895331,3.179,4.46575,0.490332,2.88306,2.52531,-0.191141,3.50775,3.20824,-0.128766,2.34028,2.22649,-0.0719103
Cd164,52.1037,55.511,0.0913874,50.3541,66.2921,0.396729,58.1479,68.1511,0.22901,43.8681,52.2081,0.251103,51.5981,48.5996,-0.0863719,42.9536,49.2798,0.19822
Utrn,11.022,1.77238,-2.63663,8.24268,1.57669,-2.38622,12.1531,2.42346,-2.32619,11.8946,1.74911,-2.76561,7.62811,2.30625,-1.72578,7.64443,1.8004,-2.08609
Smpd2,9.10254,5.72395,-0.66926,9.61258,4.36992,-1.13732,9.14186,8.56461,-0.0940994,10.9087,3.9465,-1.46683,11.5247,8.71035,-0.403925,14.7448,9.34718,-0.657599
Mical1,3.84034,9.84611,1.35832,3.23788,8.84476,1.44977,3.94073,10.9782,1.4781,4.01409,6.89666,0.780824,4.14221,9.83615,1.24769,3.79608,10.9038,1.52224
Zbtb24,3.75217,4.3528,0.214219,3.56978,7.76462,1.12108,3.68511,7.45829,1.01714,3.45215,8.15396,1.24001,4.27344,6.53792,0.613434,4.23206,6.51203,0.621747
Grm1,2.73408,4.56712,0.740229,2.98049,4.58716,0.622055,2.98992,3.54621,0.246172,3.76321,6.46617,0.780947,5.79969,9.68632,0.739973,4.56881,7.24545,0.665257
Wasf1,17.5912,29.7069,0.755943,16.5942,30.1992,0.863834,15.655,29.085,0.893656,14.7667,23.2785,0.656656,12.4775,20.9975,0.750891,11.8197,22.6041,0.935383
Rab32,3.11393,1.95979,-0.668036,2.84687,2.10022,-0.438841,3.19281,0.11735,-4.76594,4.12979,2.83624,-0.542088,4.86815,2.52388,-0.947727,4.55226,5.12349,0.170543
Slc22a16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amd-ps4,2.33495,2.75409,0.23818,1.98315,2.05008,0.0478892,2.25225,2.34506,0.0582572,3.01837,2.23698,-0.432217,2.01537,2.09399,0.0552093,2.45325,2.42838,-0.0146989
Gtf3c6,38.2023,77.2529,1.01593,37.4228,92.9528,1.31258,40.2985,77.123,0.936436,36.0891,72.5565,1.00754,30.9247,68.4775,1.14687,32.2724,71.7576,1.15283
Slc16a10,0.356161,0.192379,-0.88858,0.247054,0.0718067,-1.78263,0.27236,0.0857994,-1.66647,0.192887,0.203304,0.0758816,0.258118,0.0192221,-3.74719,0.206438,0.157726,-0.388285
Rev3l,4.80485,2.12952,-1.17396,4.81032,4.22912,-0.185776,8.05335,3.61189,-1.15684,5.93303,3.51764,-0.754163,8.31068,4.74203,-0.809461,6.16836,3.58002,-0.784919
Traf3ip2,2.11541,0.620801,-1.76873,1.64314,1.59264,-0.0450394,2.67056,1.50151,-0.830726,2.65636,1.96698,-0.433468,3.86916,0.890996,-2.11853,1.64185,0.18236,-3.17046
Fyn,29.7006,33.1924,0.16036,23.5494,32.8583,0.48057,30.1354,30.887,0.0355422,29.103,36.0204,0.307643,23.3424,17.151,-0.444658,28.4271,29.8455,0.0702437
Tube1,1.45869,3.25306,1.15712,1.18139,1.19097,0.0116563,1.14249,2.23352,0.967137,1.7848,2.056,0.204079,1.47754,2.34737,0.667844,1.32517,2.55814,0.948915
Lama4,0.678962,0.994651,0.55086,0.497621,0.333609,-0.576889,1.33899,0.185073,-2.85498,0.557521,0.70293,0.334354,0.931664,0.239021,-1.96267,0.318132,1.169,1.87758
Popdc3,0.508281,0.62988,0.309452,0.445203,0.0174823,-4.67049,0.604275,0.853467,0.49813,0.367617,0.912115,1.31101,0.515969,0.42587,-0.276874,0.539159,0.0624011,-3.11107
Prep,1.98139,5.00126,1.33578,3.22007,5.97338,0.891456,2.81531,5.32731,0.920111,3.27887,6.95174,1.08418,3.38602,9.58198,1.50073,3.29302,7.10709,1.10985
Tnfaip3,1.09333,0.792367,-0.464483,0.99926,0.889209,-0.168338,1.40071,0.847604,-0.724701,0.639614,0.46011,-0.475223,0.841407,0.725046,-0.214731,0.972056,0.644513,-0.592832
Perp,1.81906,8.618,2.24416,4.61247,19.814,2.10291,1.86568,11.0673,2.56853,1.51196,5.55704,1.87789,3.17092,10.2721,1.69575,1.97196,5.75235,1.54452
D10Bwg1379e,2.55839,2.73106,0.0942283,2.62905,1.5625,-0.750689,2.3759,1.64634,-0.529211,3.26112,4.30338,0.400101,2.8756,2.65031,-0.117703,2.14601,3.77765,0.815832
Hebp2,6.19816,26.041,2.07087,9.24305,36.1272,1.96664,5.93848,24.0952,2.02058,6.31654,22.2965,1.81961,6.22518,26.8357,2.10797,7.2055,21.3213,1.56512
Reps1,8.99838,16.7104,0.893011,12.8531,19.8217,0.624964,11.8625,19.3721,0.707572,14.0572,16.3313,0.216333,14.7462,18.6322,0.337457,14.6117,23.6104,0.692298
Fam184a,7.06972,28.4235,2.00736,4.69342,25.522,2.44303,7.36949,31.2686,2.08508,3.48705,31.4988,3.17522,4.94829,26.4872,2.4203,4.37524,26.7054,2.6097
Asf1a,2.05893,1.43348,-0.522373,2.14082,2.00872,-0.0918877,2.264,4.06983,0.846096,2.68117,2.14302,-0.323219,2.04061,1.87423,-0.122703,2.45173,2.18214,-0.168057
Gopc,5.45064,9.12971,0.744144,5.7947,8.07449,0.478638,5.6026,10.7413,0.938999,6.12586,10.2701,0.74546,6.45047,9.25164,0.520303,5.88189,10.224,0.797612
Qrsl1,12.0255,27.7159,1.20461,10.8547,27.5358,1.34299,11.3055,27.8878,1.3026,12.875,39.841,1.62968,12.5971,35.6281,1.49993,13.1917,37.4489,1.50529
Rtn4ip1,10.1395,18.4179,0.861125,10.2351,12.9362,0.337887,9.08817,11.004,0.275968,13.7968,20.7425,0.588258,10.2418,15.4622,0.594276,11.7479,21.7729,0.890129
Nmbr,0.826209,0,-1.79769e+308,0.539821,0.651774,0.271889,0.917444,0.42184,-1.12092,1.29091,0.299869,-2.10599,1.40265,1.03958,-0.432152,0.450981,0.581607,0.36698
Aim1,0.546418,0.00854609,-5.9986,0.39587,0.263289,-0.588381,0.570065,0.268438,-1.08654,0.465098,0.0261912,-4.15038,0.68238,0.321855,-1.08417,0.320695,0.533387,0.733982
Gje1,0,0,0,0,0,0,0,0,0,0.0671657,0.166422,1.30905,0,0,0,0.0178776,0,-1.79769e+308
Vta1,56.0814,96.2494,0.779255,60.1653,88.3174,0.553766,52.0213,78.3928,0.591619,90.7355,109.232,0.267664,74.6773,104.469,0.484334,97.519,99.8888,0.0346396
Smpdl3a,8.1848,12.5321,0.614607,7.98331,11.3192,0.503708,7.07761,15.8947,1.16721,15.7,14.4808,-0.116617,9.18596,16.6459,0.857668,10.5703,16.021,0.599942
Reep3,9.5592,0.856393,-3.48055,8.20344,1.30391,-2.65338,8.68995,2.94994,-1.55866,5.47782,0.862362,-2.66724,6.11323,1.2762,-2.26008,5.55827,1.05446,-2.39814
Fabp7,94.7429,11.8326,-3.00125,78.154,11.2599,-2.79512,80.9158,17.9365,-2.17353,43.051,5.35911,-3.00598,45.3601,4.89806,-3.21114,51.3285,7.44917,-2.78461
Pkib,17.46,10.6346,-0.715291,16.282,9.34999,-0.800243,13.8249,9.75451,-0.503132,9.38236,5.3123,-0.820614,9.82547,5.41584,-0.85934,15.5774,3.29837,-2.23963
Serinc1,229.341,547.264,1.25474,188.639,489.703,1.37628,185.931,611.875,1.71847,255.046,531.086,1.05819,222.753,493.669,1.1481,223.942,528.074,1.23762
Hsf2,8.99831,14.5547,0.693761,5.69549,12.5147,1.13573,7.52525,13.2213,0.813049,4.60689,6.27818,0.446553,4.3895,4.6076,0.06996,3.20719,5.57747,0.7983
Rspo3,1.45744,0.91437,-0.672588,1.90972,0.892617,-1.09725,1.28893,0.305851,-2.07527,0.623976,0.0483149,-3.69095,0.903978,0.685215,-0.399731,0.747381,0.65596,-0.188235
Echdc1,32.8873,41.1758,0.324263,26.7844,35.9099,0.422987,27.3022,54.7065,1.0027,26.5814,46.1953,0.79733,27.8232,35.9701,0.370511,29.8735,51.3134,0.780469
Mgat4c,12.3836,19.6757,0.66798,9.57739,15.2397,0.670126,9.83425,17.1857,0.80532,9.18514,13.2198,0.525329,8.12554,10.3412,0.347864,9.16409,11.0121,0.265026
Ptprk,1.18904,0.508933,-1.22425,1.67573,0.954995,-0.811224,1.64513,0.873092,-0.913996,1.76375,1.21367,-0.539262,1.94956,1.29514,-0.590039,1.76097,1.43034,-0.300012
Nts,14.5299,2.82317,-2.36364,12.6816,4.96922,-1.35164,13.232,3.10338,-2.09212,11.3155,4.81891,-1.23152,10.2457,4.34911,-1.23623,11.5063,4.2484,-1.43743
Dcbld1,2.01092,2.18914,0.12251,2.12532,1.94508,-0.127856,2.06155,2.214,0.102929,2.3721,1.08365,-1.13027,2.75825,1.04206,-1.40431,2.9606,1.26598,-1.22564
Lrriq1,0.368749,1.957,2.40793,0.635997,0.55595,-0.194065,0.734172,0.681911,-0.106535,0.483293,0.38893,-0.313387,0.474574,0.612879,0.368971,0.270228,1.19322,2.14261
Ros1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc6a15,21.419,33.5443,0.647179,18.1678,26.3452,0.536161,18.0576,31.0083,0.780051,19.8681,26.2595,0.402386,18.916,22.1867,0.230086,18.0456,25.3753,0.491778
Ccdc59,39.7923,79.5974,1.00023,35.0894,73.8923,1.07439,35.3987,69.1315,0.965647,19.6446,32.559,0.728925,21.1484,26.9445,0.349443,21.9583,25.7087,0.227491
Lama2,1.02175,0.396275,-1.36646,1.09712,0.0813494,-3.75344,1.13656,0.92307,-0.300159,1.14886,0.341387,-1.75073,1.04306,0.545223,-0.935899,0.867503,0.531826,-0.705915
Rfx6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gprc6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lin7a,15.934,16.8846,0.0835955,15.1766,15.8055,0.0585818,14.6494,20.3943,0.477325,17.7612,18.7071,0.074856,13.936,15.1744,0.122815,14.1489,20.3926,0.527352
Ppp1r12a,9.80456,7.75748,-0.337864,8.99661,9.60544,0.0944704,9.74243,9.02711,-0.110017,10.8454,7.48903,-0.53423,8.99968,6.42144,-0.486976,8.66433,10.6682,0.300154
Fam162b,0.0557533,0,-1.79769e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sim1,0.520976,0.0625549,-3.05802,0.382193,0.0480797,-2.9908,0.371351,0.111136,-1.74046,0.607074,0,-1.79769e+308,0.404024,0.0976017,-2.04946,0.446737,0.185916,-1.26478
P4ha1,8.02767,15.1689,0.91806,7.249,14.4671,0.996916,8.93386,15.5226,0.797014,5.33406,9.62254,0.851183,7.82335,10.7927,0.464193,6.68199,7.9928,0.258424
10-Sep,5.00044,1.3372,-1.90284,2.65568,3.4482,0.376763,4.91311,2.70946,-0.85863,3.21817,1.34823,-1.25517,4.00965,2.97438,-0.430888,3.50531,1.08963,-1.6857
Lims1,24.8969,15.2264,-0.709393,23.445,15.9105,-0.559298,21.6464,16.9628,-0.35175,23.0102,12.1065,-0.926495,17.6339,17.373,-0.0215037,20.284,12.875,-0.655773
Zwint,1742.17,6658.38,1.93429,1824.17,6636.38,1.86316,1679.28,5649.42,1.75026,2059.7,5545.74,1.42894,1942.5,5636.59,1.5369,2068.57,5814.65,1.49106
Ube2d1,26.1082,34.5438,0.403924,44.2066,44.687,0.0155949,30.4742,45.0591,0.56423,20.3171,26.3151,0.373191,25.2821,29.1874,0.20723,29.1498,24.9319,-0.225494
Dcn,23.0873,10.5794,-1.12584,20.9555,7.49532,-1.48327,28.1067,12.9385,-1.11924,20.7074,9.57359,-1.11301,17.3058,8.09291,-1.09653,17.6884,10.1225,-0.80523
Kera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310015B20Rik,1.96647,31.18,3.98694,1.73115,48.9337,4.82103,0.962182,31.2184,5.01994,0.807656,22.5135,4.8009,0.668619,24.5973,5.20117,0.967388,11.159,3.52797
Slc17a8,0.646271,0.20252,-1.67407,0.836467,0.276551,-1.59677,0.535115,0.0149677,-5.15992,0.521021,0.416892,-0.32167,0.358085,0.0704204,-2.34624,0.176018,0.312987,0.830381
Epyc,0.144007,0,-1.79769e+308,0.176122,0,-1.79769e+308,0.0743711,0,-1.79769e+308,0.182829,0,-1.79769e+308,0.0908141,0,-1.79769e+308,0.33946,0.135244,-1.32767
Cdk1,1.78864,4.62523,1.37066,1.82702,3.38971,0.891668,2.32687,0.0305667,-6.25029,1.10973,5.42822,2.29026,4.48897,2.46272,-0.866131,3.31363,2.26614,-0.548177
Atp2b1,22.1064,26.1542,0.242578,31.2793,21.7177,-0.526337,24.0592,25.8968,0.106186,42.6877,34.0097,-0.327875,51.8623,40.8602,-0.343991,44.9585,33.9762,-0.404068
Rhobtb1,0.676283,0.505385,-0.420244,0.268052,0.166843,-0.684021,0.413235,1.12351,1.44298,0.437578,0.409822,-0.0945418,1.2096,0.692086,-0.805504,0.964162,0.415209,-1.21544
1700040L02Rik,3.50201,14.3379,2.03358,1.81172,18.4852,3.35094,2.33067,16.5488,2.82791,2.22601,10.6376,2.25664,2.15484,15.1181,2.81063,3.7266,10.5366,1.49948
Arid5b,3.70637,3.74078,0.0133322,3.36656,2.66699,-0.33606,3.14614,4.65101,0.563961,3.06678,3.55502,0.213135,2.93185,4.19646,0.517362,2.4539,5.75344,1.22935
